Series,Subseries,Box,Folder,Title,Structured Date,Date Qualifier,Start Date,End Date,Range Qualifier,Textual Date,Physical Description,Reel,First Frame,Last Frame,Frames,Title File,First File,Last File,Files,Processing Note,Contents
1,,20,1,William B. Hale,,,1910,1933,,,"5""",,,,,,,,,Item split between two folders,
1,,21,1,William B. Hale,,,1934,1938,,,".75""",,,,,,,,,Item split between two folders,
1,,21,2,William E. Hale,,,1890,1891,,,,18,20,59,39,21,22,60,39,,
1,,21,3,William E. Hale Fund,,,1913,1934,,,".5""",18,60,186,126,61,62,187,126,,
1,,21,4,William Ellery Hale,,,1915,1921,,,".5""",18,187,259,72,188,189,260,72,,
1,,21,5,Wilfred Hall,1919,,,,,,,18,260,263,3,261,262,264,3,,
1,,21,6,J. Halm,1905,,,,,,,18,264,268,4,265,266,269,4,,
1,,21,7,William R. Harper,,,1897,1905,,,".5""",18,269,347,78,270,271,348,78,,
1,,21,8,H. W. Harris,,,1900,1923,,,,18,348,365,17,349,350,366,17,,
1,,21,9,Charles C. Harrison,1916,,,,,,,18,366,367,1,367,368,368,1,,
1,,21,10,Prof. J. Hartmann,1904,,,,,,,18,368,376,8,369,370,377,8,,
1,,21,11,Martha and William W. Harts,,,1915,1929,,,,18,377,442,65,378,379,443,65,,
1,,21,12,B. Hasselberg,1904,,,,,,,18,443,468,25,444,445,469,25,,
1,,21,13,Charles H. Hawley,,,1903,1906,,,,18,469,474,5,470,471,475,5,,
1,,21,14,St. John Heiliger,,,1925,1927,,,,18,475,486,11,476,477,487,11,,
1,,21,15,L. J. Henderson,,,1918,1937,,,,18,487,494,7,488,489,495,7,,
1,,21,16,Burton J. Hendrick,,,1927,1932,,,,18,495,520,25,496,497,521,25,,
1,,21,17,Charles H. Herty,1916,,,,,,,18,521,533,12,522,523,534,12,,
1,,21,18,Ejnar Hertzsprung,,,1912,1914,,,,18,534,549,15,535,536,550,15,,
1,,21,19,George Higgs and Robert Killip,,,1902,1903,,,,18,550,570,20,551,552,571,20,,
1,,21,20,Charles H. Higgins,,,1931,1933,,,,18,571,592,21,572,573,594,22,,
1,,21,21,Major E. H. Hills,,,1913,1917,,,,18,593,608,15,595,596,610,15,,
1,,21,22,Arthur R. Hinks,,,1902,1928,,,,18,609,637,28,611,612,639,28,,
1,,21,23,Charles F. Holder,,,1906,1925,,,".5""",18,638,725,87,640,641,727,87,,
1,,21,24,Myra C. Hole,,,1904,1919,,,,18,726,737,11,728,729,739,11,,
1,,21,25,W. H. Holmes,,,1913,1917,,,,18,738,760,22,740,741,762,22,,
1,,21,26,Hamilton Holt,,,1926,1928,,,,18,761,769,8,763,764,771,8,,
1,,21,27,John D. Hooker,,,1905,1935,,,".5""",18,770,880,110,772,773,882,110,,
1,,21,28,Katharine Hooker,1933,,,,,,,18,881,929,48,883,884,931,48,,
1,,21,29,Franklin W. Hooper,,,1900,1903,,,,18,930,945,15,932,933,947,15,,
1,,22,1,Herbert Hoover,,,1920,1933,,,,18,946,1031,85,948,949,1033,85,,
1,,22,2,Horticultural Society of New York,1937,,,,,,,18,1032,1033,1,1034,1035,1035,1,,
1,,22,3,William Hoskins,,,1903,1904,,,,18,1034,1037,3,1036,1037,1039,3,,
1,,22,4,J.C. Hostetter,1933,,,,,,,18,1038,1041,3,1040,1041,1043,3,,
1,,22,5,Col. Edward M. House,,,1916,1919,,,,18,1042,1070,28,1044,1045,1072,28,,
1,,22,6,L. C. Howard,1916,,,,,,,18,1071,1073,2,1073,1074,1075,2,,
1,,22,7,H. M. Howe,,,1901,1920,,,".25""",18,1074,1151,77,1076,1077,1153,77,,
1,,22,8,David J. Howell,,,1904,1905,,,,18,1152,1160,8,1154,1155,1162,8,,
1,,22,9,Dr. Ales Hrdlicka,1918,,,,,,,18,1161,1162,1,1163,1164,1164,1,,
1,,22,10,Hon. Charles E. Hughes,1916,,,,,,,18,1163,1169,5,1165,1166,1170,5,,
1,,22,11,Sir William Huggins,,,1891,1913,,,"1"" and .75""",19,20,392,372,21,22,393,372,,
1,,22,12,Lady Huggins,,,1905,1915,,,,19,393,441,48,394,395,442,48,,
1,,22,13,G. F. Hull,1908,,,,,,,19,442,448,6,443,444,449,6,,
1,,22,14,W. J. Humphreys,,,1908,1917,,,,19,449,465,16,450,451,466,16,,
1,,22,15,Myron Hunt,,,1912,1934,,,,19,466,484,18,467,468,485,18,,
1,,22,16,"Huntington, Holladay, Flexner, and Hale",,,1927,1935,,,,19,485,498,13,486,487,499,13,,
1,,22,17,Henry and Arabella Huntington,,,1914,1927,,,".5""",19,499,581,82,500,501,582,82,,
1,,22,18,Huntington Library and Art Gallery,,,1925,1936,,,".75""",19,582,839,256,583,584,839,256,,
1,,23,1,Cary T. Hutchinson,,,1916,1932,,,"1""",20,20,314,294,21,22,316,295,,
1,,23,2,H. H. Hyder,1917,,,,,,,20,315,325,10,317,318,327,10,,
1,,23,3,George S. Isham,,,1904,1926,,,,20,326,379,53,328,329,381,53,,
1,,23,4,Frederick Ives Medal,,,1928,1935,,,,20,380,418,38,382,383,420,38,,
1,,23,5,Herbert Ives,1926,,,,,,,20,419,425,6,421,422,427,6,,
1,,23,6,Prof. Sir Herbert Jackson,,,1929,1933,,,".5""",20,426,498,72,428,429,500,72,,
1,,23,7,Bernard Jeffe,,,1933,1935,,,,20,499,523,24,501,502,525,24,,
1,,23,8,F. Franklin Jameson,,,1910,1935,,,,20,524,533,9,526,527,535,9,,
1,,23,9,Janssen Medal,,,1907,1917,,,,20,534,557,23,536,537,559,23,,
1,,23,10,Joseph Jastrow,,,1914,1933,,,,20,558,572,14,560,561,574,14,,
1,,23,11,Morris Jastrow,,,1917,1919,,,,20,573,587,14,575,576,589,14,,
1,,23,12,J. H. Jeans,,,1917,1932,,,".25""",20,588,651,63,590,591,653,63,,
1,,23,13,Isabel Johnson,,,1926,1931,,,,20,652,665,13,654,655,667,13,,
1,,23,14,Frank B. Jewett,,,1913,1936,,,"1.25""",20,666,895,229,668,669,897,229,,
1,,23,15,Reginald Johnson,,,1899,1928,,,,20,896,903,7,898,899,905,7,,
1,,23,16,Robert U. Johnson,,,1916,1919,,,,20,904,931,27,906,907,933,27,,
1,,24,1,John Johnston,,,1918,1936,,,".5""",20,932,1029,97,934,935,1031,97,,
1,,24,2,Lauder Jones,1929,,,,,,,20,1030,1039,9,1032,1033,1041,9,,
1,,24,3,Henry Pratt Judson,,,1906,1918,,,".25""",20,1040,1082,42,1042,1043,1084,42,,
1,,24,4,Clinton K. Judy,,,1918,1925,,,,20,1083,1093,9,1085,1086,1094,9,,
1,,24,5,W. H. Julius,,,1900,1950,,,".5""",21,20,100,80,21,22,101,80,,
1,,24,6,J. L. Kandel,,,1919,1920,,,,21,101,109,8,102,103,110,8,,
1,,24,7,J. C. Kapteyn,,,1905,1932,,,"2.5""",21,110,866,756,111,112,867,756,,
1,,24,8,J. C. Kapteyn and W. S. Adams,,,1909,1916,,,,21,867,951,84,,868,952,85,No title file,
1,,25,1,H. Kayser,,,1902,1924,,,,21,952,1009,57,953,954,1010,57,,
1,,25,2,James B. Keeler,,,1898,1900,,,,21,1010,1032,22,1011,1012,1033,22,,
1,,25,3,W. W. Keen,,,1912,1936,,,"1.5""",21,1033,1344,310,1034,1035,1344,310,,
1,,25,4,Martin Kellogg,1897,,,,,,,22,20,24,4,21,22,25,4,,
1,,25,5,Vernon Kellogg,,,1918,1932,,,"2.5""",22,25,542,517,26,27,539,513,,
1,,25,6,Lord Kelvin,,,1918,1919,,,,22,543,549,6,540,541,546,6,,
1,,25,7,P. Kempf,,,1906,1910,,,,22,550,568,18,547,548,564,17,,
1,,25,8,A. E. Kennelly,,,1919,1936,,,,22,569,578,9,565,566,574,9,,
1,,25,9,N. A. Kent,1905,,,,,,,22,579,618,39,575,576,614,39,,
1,,25,10,E. C. Ketiham,1901,,,,,,,22,619,620,1,615,616,616,1,,
1,,25,11,Baron D. Kikuchi,,,1908,1909,,,,22,621,631,10,617,618,626,9,,
1,,25,12,Arthur S. King,,,1928,1935,,,".25""",22,632,672,40,627,628,667,40,,
1,,26,1,William H. Knight,,,1904,1908,,,,22,673,683,10,668,669,678,10,,
1,,26,2,E. B. Knobel,,,1921,1932,,,,22,684,705,21,679,680,700,21,,
1,,26,3,H. H. Knox,1935,,,,,,,22,706,708,2,701,702,703,2,,
1,,26,4,S. L. G. Knox,,,1918,1932,,,,22,709,734,25,704,705,729,25,,
1,,26,5,Dr. H. Knox-Shaw,1930,,,,,,,22,735,742,7,730,731,736,6,,
1,,26,6,George F. Kunz,,,1916,1931,,,,22,743,755,12,737,738,751,14,,
1,,26,7,Alfred Lacroix,,,1917,1934,,,,22,756,771,15,752,753,767,15,,
1,,26,8,P. Guiseppe Lais,,,1902,1903,,,,22,772,776,4,768,769,772,4,,
1,,26,9,"Franklin K. Lane, Report to the President",1920,,,,,,,22,777,797,20,773,774,793,20,,
1,,26,10,R. M. Langer,1933,,,,,,,22,798,807,9,794,795,803,9,,
1,,26,11,Euphrosyne Langley,1937,,,,,,,22,808,813,5,804,805,809,5,,
1,,26,12,S. P. Langley,,,1900,1905,,,,22,814,848,34,810,811,844,34,,
1,,26,13,Pierre Simon La Place,,,1927,1928,,,,22,849,853,4,845,846,849,4,,
1,,26,14,J. Larmor,,,1904,1936,,,,22,854,1071,216,850,851,1065,215,,
1,,26,15,Michele la Rosa,1914,,,,,,"1.25""",23,21,26,5,21,22,26,5,,
1,,26,16,S. Lauricella,,,1931,1934,,,".25""",23,27,67,40,27,28,63,36,,
1,,26,17,Lee Lawrie,,,1925,1928,,,,23,68,85,17,64,65,81,17,,
1,,26,18,Kurt Laves,,,1898,1901,,,,23,86,91,5,82,83,87,5,,
1,,26,19,G. Lecointe,,,1918,1920,,,".5""",23,92,159,67,88,89,154,66,,
1,,26,20,P. Lenard,1909,,,,,,,23,160,166,6,155,156,161,6,,
1,,26,21,Armin O. Leuschner,,,1899,1934,,,".25""",23,167,225,58,162,163,217,55,,
1,,26,22,Frank R. Lillie,,,1913,1937,,,,23,226,239,13,218,219,231,13,,
1,,26,23,Mme. Lipinska,1922,,,,,,,23,240,248,8,232,233,240,8,,
1,,26,24,I. W. Litchfield,,,1900,1917,,,".25""",23,249,297,48,241,242,286,45,,
1,,26,25,Sir Norman Lockyer,,,1904,1932,,,".5""",23,298,373,75,287,288,362,75,,
1,,26,26,Norman Lockyer Observatory,,,1921,1923,,,,23,374,401,27,363,364,390,27,,
1,,26,27,William J. S. Lockyer,1906,,,,,,,23,402,408,6,391,392,397,6,,
1,,26,28,Jacques Loeb,,,1902,1903,,,,23,409,428,19,398,399,417,19,,
1,,26,29,H. M. Loewy,1904,,,,,,,23,429,431,2,418,419,420,2,,
1,,26,30,H. A. Lorentz,,,1923,1931,,,,23,432,469,37,421,422,457,36,,
1,,26,31,Atherton Loring,,,1899,1903,,,,23,470,479,9,458,459,467,9,,
1,,27,1,E. O. Lovett,,,1905,1914,,,,23,480,495,15,468,469,483,15,,
1,,27,2,R. H. Lovett,1923,,,,,,,23,496,538,42,484,485,525,41,,
1,,27,3,A. Lawrence Lowell,,,1918,1928,,,,23,539,556,17,526,527,543,17,,
1,,27,4,George P. Luckey,,,1917,1918,,,,23,557,567,10,544,545,554,10,,
1,,27,5,Charles F. Lummis,,,1905,1914,,,,23,568,582,14,555,556,569,14,,
1,,27,6,Dr. Knut Lundmark,,,1929,1930,,,,23,583,589,6,570,571,576,6,,
1,,27,7,A. B. Macallum,,,1916,1917,,,,23,590,594,4,577,578,581,4,,
1,,27,8,Richard C. Maclaurin,,,1908,1920,,,".5""",23,595,679,84,582,583,666,84,,
1,,27,9,Salvador de Madariaga,1931,,,,,,,23,680,683,3,667,668,670,3,,
1,,27,10,M. Maurice Maeterlinck,1920,,,,,,,23,684,686,2,671,672,673,2,,
1,,27,11,C. O. Maillous,,,1916,1920,,,".25""",23,687,719,32,674,675,706,32,,
1,,27,12,J. P. Mall,,,1909,1914,,,,23,720,723,3,707,708,710,3,,
1,,27,13,Van H. Manning,,,1917,1920,,,,23,724,743,19,711,712,730,19,,
1,,27,14,Charles Marie,,,1926,1930,,,,23,744,754,10,731,732,741,10,,
1,,27,15,Franklin H. Martin,1916,,,,,,,23,755,762,7,742,743,748,6,,
1,,27,16,Mrs. Frances B. Mason,,,1925,1932,,,,23,763,785,22,749,750,771,22,,
1,,27,17,Max Mason,,,1925,1935,,,"1.5""",23,786,1034,247,772,773,1019,247,,
1,,27,18,Shailer Mathews,,,1899,1930,,,".25""",24,20,96,76,21,22,97,76,,
1,,27,19,A. Mathison,,,1932,1933,,,,24,97,105,8,98,99,106,8,,
1,,27,20,F. Walter Maunder,,,1904,1907,,,,24,106,122,16,107,108,123,16,,
1,,27,21,Alfred C. Mayer,1917,,,,,,,24,123,136,13,124,125,137,13,,
1,,27,22,"Mayers, Murray and Phillip",1929,,,,,,,24,137,139,2,138,139,140,2,,
1,,27,23,Alexander McAdie,,,1908,1922,,,,24,140,157,17,141,142,158,17,,
1,,27,24,T. H. McBride,,,1906,1924,,,".25""",24,158,206,48,159,160,207,48,,
1,,27,25,F. K. McClean,1905,,,,,,,24,207,221,14,208,209,222,14,,
1,,27,26,William McClellan,1917,,,,,,,24,222,229,7,223,224,230,7,,
1,,27,27,Sir William McCormick,,,1916,1917,,,,24,230,251,21,231,232,252,21,,
1,,27,28,William F. McKay,1917,,,,,,,24,252,260,8,253,254,261,8,,
1,,27,29,Roger B. McMullen,,,1917,1919,,,,24,261,270,9,262,263,271,9,,
1,,27,30,Medallist Society,1934,,,,,,,24,271,273,2,272,273,274,2,,
1,,27,31,Mrs. W. W. Meek,1926,,,,,,,24,274,279,5,275,276,280,5,,
1,,28,1,C. E. K. Mees,,,1918,1933,,,".25""",24,280,339,59,281,282,340,59,,
1,,28,2,Andrew W. Mellon,1925,,,,,,,24,340,344,4,341,342,345,4,,
1,,28,3,Charles E. Mendenhall,,,1901,1920,,,".25""",24,345,440,95,346,347,441,95,,
1,,28,4,John C. Merriam,,,1916,1937,,,".75""",24,441,1167,726,442,443,1168,726,,
1,,28,5,C. Hart Merriam,,,1903,1920,,,,25,20,27,7,21,22,27,6,,
1,,28,6,Eugene A. Merrill,,,1917,1927,,,,25,28,41,13,28,29,41,13,,
1,,28,7,George P. Merrill,1918,,,,,,,25,42,46,4,42,43,46,4,,
1,,28,8,Ernest Merritt,,,1904,1927,,,,25,47,68,21,47,48,68,21,,
1,,28,9,Mabel B. Messer,,,1910,1922,,,,25,69,138,69,69,70,138,69,,
1,,28,10,Dayton C. Miller,,,1922,1933,,,,25,139,160,21,139,140,160,21,,
1,,29,1,John A. Miller,1930,,,,,,,25,161,171,10,161,162,171,10,,
1,,29,2,Robert Andrews Millikan,,,1915,1944,,,"2.25""",25,172,717,545,172,173,717,545,,
1,,29,3,E. A. Milne,,,1929,1934,,,,25,718,731,13,718,719,731,13,,
1,,29,4,Charles S. Minot,,,1901,1912,,,,25,732,741,9,732,733,741,9,,
1,,29,5,Miscellaneous,,,1899,1940,,,,25,742,814,72,742,743,814,72,,
1,,29,6,S. A. Mitchell,,,1899,1931,,,,25,815,844,29,815,816,844,29,,
1,,29,7,William Mitchell,1909,,,,,,,25,845,851,6,845,846,851,6,,
1,,29,8,Prince of Monaco,,,1919,1921,,,,25,852,863,11,852,853,863,11,,
1,,29,9,Charlotte E. Moore,1931,,,,,,,25,864,867,3,864,865,867,3,,
1,,29,10,E. C. Moore,,,1918,1919,,,,25,868,877,9,868,869,877,9,,
1,,29,11,E. H. Moore,,,1897,1930,,,"1""",25,878,1056,178,878,879,1056,178,,
1,,29,12,H. D. Moore,,,1904,1905,,,,25,1057,1061,4,1057,1058,1061,4,,
1,,29,13,Paul Moore,1936,,,,,,,25,1062,1073,11,1062,1063,1073,11,,
1,,29,14,P. H. Morgan,,,,,,undated,,25,1074,1076,1,1074,1075,1075,1,,
1,,29,15,Thomas Hunt Morgan,,,1925,1938,,,"1.5""",26,20,293,273,21,22,294,273,Item split between two folders,
1,,29,15,Thomas Hunt Morgan,,,1925,1928,,,"1""",,,,,,,,,Item split between two folders,
1,,30,1,Thomas Hunt Morgan,,,1928,1938,,,".5""",,,,,,,,,Item split between two folders,
1,,30,2,F. R. Moulton,,,1903,1919,,,,26,294,317,23,295,296,318,23,,
1,,30,3,Mt. Wilson Bulletin,,,1923,1924,,,,26,318,322,4,319,320,323,4,,
1,,30,4,Mt. Wilson correspondence,,,1901,1937,,,".25""",26,323,375,52,324,325,376,52,,
1,,30,5,Mt. Wilson early bills and insurance policies,,,1903,1924,,,".75""",26,376,511,135,377,378,511,134,,
1,,30,6,Mt. Wilson insurance and taxes,,,1904,1910,,,".25""",26,512,569,57,512,513,569,57,,
1,,30,7,"Mt. Wilson instruments, buildings, diagrams, etc.",1904,,,,,,".75""",26,570,641,71,570,571,641,71,,
1,,30,8,Mt. Wilson material for annual report,,,1926,1935,,,".25""",26,642,708,66,642,643,708,66,,
1,,30,9,"On Mt. Wilson site, etc.",,,1903,1904,,,,26,709,737,28,709,710,737,28,,
1,,30,10,Seeley W. Mudd,1917,,,,,,,26,738,743,5,738,739,743,5,,
1,,30,11,D. S. Mulvin,,,1917,1927,,,".25""",26,744,800,56,744,745,800,56,,
1,,30,12,J. P. Munroe,,,1901,1907,,,,26,801,816,15,801,802,816,15,,
1,,30,13,W. B. Munro,,,1928,1934,,,,26,817,831,14,817,818,831,14,,
1,,30,14,Capt. Lee Murphy,1919,,,,,,,26,832,838,6,832,833,838,6,,
1,,30,15,Sir John Murray,1912,,,,,,,26,839,847,7,839,840,846,7,,
1,,30,16,H. F. Newall,,,1901,1937,,,"2.25""",27,20,538,518,21,22,539,518,Item split between two folders,
1,,30,16,H. F. Newall,,,1901,1918,,,"1.25""",,,,,,,,,Item split between two folders,
1,,31,1,H. F. Newall,,,1919,1937,,,"1""",,,,,,,,,Item split between two folders,
1,,31,2,Simon Newcomb,,,1897,1935,,,".5""",27,539,710,171,540,541,711,171,,
1,,31,3,Ernest F. Nichols,,,1900,1925,,,".25""",27,711,782,71,712,713,783,71,,
1,,31,4,E. L. Nichols,,,1900,1925,,,".25""",27,783,795,12,784,785,796,12,,
1,,31,5,Seth B. Nicholson,,,1923,1931,,,,27,796,800,4,797,798,801,4,,
1,,31,6,Alfred Noyes,,,1917,1941,,,,27,801,806,5,802,803,807,5,,
1,,31,7,Arthur Amos Noyes,,,1901,1916,,,"2.5""",27,807,1323,515,808,809,1323,515,,
1,,32,1,Arthur Amos Noyes,,,1917,1936,,,"3""",28,20,593,573,21,22,594,573,,
1,,32,2,W. A. Noyes,,,1914,1919,,,,28,594,615,21,595,596,616,21,,
1,,32,3,Frau O. E. Obermayer,1920,,,,,,,28,616,620,4,,617,621,5,No title file,
1,,32,4,Donald O'Melveny,1930,,,,,,,28,621,622,1,622,623,623,1,,
1,,32,5,Henry Fairfield Osborne,,,1901,1935,,,"1.5""",28,623,849,226,624,625,851,227,,
1,,32,6,W. F. Osgood,,,,,,undated,,28,850,855,5,852,853,857,5,,
1,,32,7,W. Osler,,,1911,1919,,,,28,856,862,6,858,859,864,6,,
1,,33,1,Sir Richard Paget,,,,,,undated,,28,863,864,1,865,866,866,1,,
1,,33,2,J. A. Parkhurst,,,1903,1925,,,,28,865,878,13,867,868,880,13,,
1,,33,3,C. A. Parsons,,,1914,1930,,,,28,879,898,19,881,882,900,19,,
1,,33,4,William Barclay Parsons,,,1911,1920,,,,28,899,913,14,901,902,916,15,,
1,,33,5,Stewart Paton,,,1916,1927,,,,28,914,940,26,917,918,943,26,,
1,,33,6,W. W. Payne,,,1902,1903,,,,28,941,948,7,944,945,951,7,,
1,,33,7,Raymond Pearl,,,1916,1928,,,".75""",28,949,1066,116,952,953,1068,116,,
1,,33,8,F. G. Pease,,,1918,1934,,,".25""",29,20,75,55,21,22,76,55,,
1,,33,9,C. D. Perrine,,,1904,1934,,,".25""",29,76,156,80,77,78,157,80,,
1,,33,10,O. L. Petitdidier,,,1904,1906,,,,29,157,174,17,158,159,175,17,,
1,,33,11,W. L. Phelps,,,1919,1920,,,,29,175,180,5,176,177,180,4,,
1,,33,12,Emile Picard,,,1918,1919,,,,29,181,217,36,181,182,216,35,,
1,,33,13,Miss Picher,1911,,,,,,,29,218,220,2,217,218,219,2,,
1,,33,14,Edward C. Pickering,,,1888,1928,,,".5""",29,221,306,85,220,221,305,85,,
1,,33,15,Edward C. Pickering memorial,,,1921,1926,,,,29,307,320,13,306,307,319,13,,
1,,33,16,Roy S. Pike,1928,,,,,,,29,321,351,30,320,321,350,30,,
1,,33,17,R. W. Pike,,,1897,1898,,,,29,352,357,5,351,352,356,5,,
1,,33,18,Gifford Pinchot,,,1903,1915,,,,29,358,398,40,357,358,397,40,,
1,,33,19,E. H. Pitkin,,,1900,1901,,,,29,399,419,20,398,399,418,20,,
1,,33,20,J. S. Plaskett,,,1916,1935,,,,29,420,445,25,419,420,444,25,,
1,,33,21,H. C. Plummer,,,1924,1931,,,,29,446,472,26,445,446,471,26,,
1,,33,22,W. E. Plummer,,,1903,1904,,,,29,473,487,14,472,473,486,14,,
1,,33,23,Poggendorff,,,1902,1933,,,,29,488,528,40,487,488,527,40,,
1,,33,24,Charles Lane Poor,,,1903,1907,,,,29,529,545,16,528,529,544,16,,
1,,33,25,Helen Porter,,,1900,1903,,,,29,546,553,7,545,546,552,7,,
1,,33,26,Russell Porter,,,1928,1936,,,".25""",29,554,614,60,553,554,613,60,,
1,,33,27,E. Potter,1917,,,,,,,29,615,629,14,614,615,628,14,,
1,,33,28,Henry N. Potter,1918,,,,,,,29,630,632,2,629,630,631,2,,
1,,33,29,Gertrude Pratt,1902,,,,,,,29,633,637,4,632,633,636,4,,
1,,33,30,John S. Prince,1919,,,,,,,29,638,650,12,637,638,649,12,,
1,,33,31,H. S. Pritchett,,,1900,1946,,,,29,651,1065,414,650,651,1064,414,Item split between two folders,
1,,33,31,H. S. Pritchett,,,1900,1926,,,,,,,,,,,,Item split between two folders,
1,,34,1,H. S. Pritchett,,,1927,1946,,,,,,,,,,,,Item split between two folders,
1,,34,2,Mary Proctor,,,1913,1926,,,,29,1066,1080,14,1065,1066,1079,14,,
1,,34,3,C. Pulfrich,,,1903,1904,,,,29,1081,1087,6,1080,1081,1086,6,,
1,,34,4,P. Puiseux,1911,,,,,,,29,1088,1090,2,1087,1088,1091,4,,
1,,34,5,M. I. Pupin,,,1914,1916,,,,29,1091,1112,20,1092,1093,1110,18,,
1,,34,6,Osgood Putnam,,,1915,1917,,,,30,20,26,6,21,22,27,6,,
1,,34,7,K. B. Quinan,,,1920,1923,,,,30,27,51,24,28,29,52,24,,
1,,34,8,C. H. Randall,1916,,,,,,,30,52,56,4,53,54,57,4,,
1,,34,9,Miss Ransom and Miss Bridges School,,,1912,1915,,,,30,57,89,32,58,59,90,32,,
1,,34,10,K. Vaikunta Rao,,,1925,1926,,,,30,90,127,37,91,92,130,39,,
1,,34,11,Lord Rayleigh,,,1907,1932,,,,30,128,166,38,131,132,169,38,,
1,,34,12,W. B. Rayton,,,1930,1936,,,,30,167,195,28,170,171,198,28,,
1,,34,13,Eugenio Regnano,1909,,,,,,,30,196,204,8,199,200,207,8,,
1,,34,14,J. K. Rees,,,1898,1901,,,,30,205,219,14,208,209,223,15,,
1,,34,15,Ira Remsen,,,1903,1914,,,".25""",30,220,255,35,224,225,259,35,,
1,,34,16,Stanley Reynolds,,,1928,1929,,,,30,256,271,15,260,261,275,15,,
1,,34,17,A. Ricco,,,1904,1917,,,"1""",30,272,531,259,276,277,535,259,,
1,,34,18,Calvin W. Rice,,,1915,1933,,,".25""",30,532,571,39,536,537,575,39,,
1,,34,19,T. W. Richards,,,1916,1932,,,,30,572,589,17,576,577,593,17,,
1,,34,20,F. K. Richtmyer,1921,,,,,,,30,590,614,24,594,595,618,24,,
1,,34,21,A. F. Riggs,,,1927,1929,,,,30,615,637,22,619,620,640,21,,
1,,35,1,G. W. Ritchey,,,1898,1930,,,".25""",30,638,727,89,641,642,731,90,,
1,,35,2,Henry M. Robinson,,,1915,1937,,,"1.5""",30,728,871,143,732,733,876,144,,
1,,35,3,"John D. Rockefeller, Jr.",1932,,,,,,,30,872,873,1,877,878,878,1,,
1,,35,4,Austin F. Rogers,1918,,,,,,,30,874,885,11,879,880,890,11,,
1,,35,5,C. E. Rood,1901,,,,,,,30,886,892,6,891,892,897,6,,
1,,35,6,Elihu Root,,,1912,1935,,,".75""",30,893,1025,132,898,899,1030,132,,
1,,35,7,E. B. Rosa,,,1914,1916,,,,30,1026,1036,10,1031,1032,1042,11,,
1,,35,8,Wickliffe Rose,,,1924,1932,,,,30,1037,1157,120,1043,1044,1163,120,,
1,,35,9,Julius Rosenwald,,,1917,1926,,,,31,19,35,16,21,22,37,16,,
1,,35,10,F. E. Ross,,,1928,1934,,,,31,36,72,36,38,39,74,36,,
1,,35,11,S. L. Rotch,,,1899,1904,,,,31,73,76,3,75,76,78,3,,
1,,35,12,H. Rubens,,,,,,undated,,31,77,80,3,79,80,82,3,,
1,,35,13,Kate Ruel,,,1914,1915,,,,31,81,93,12,83,84,96,13,,
1,,35,14,Karl Runge,1926,,,,,,,31,94,98,4,97,98,101,4,,
1,,35,15,E. Rutherford,,,1907,1924,,,,31,99,205,106,102,103,208,106,,
1,,35,16,Henry Norris Russell,,,1917,1930,,,,31,206,270,64,209,210,273,64,,
1,,35,17,H. A. Rust,,,1900,1902,,,,31,271,274,3,274,275,277,3,,
1,,35,18,Harris J. Ryan,1919,,,,,,,31,275,281,6,278,279,284,6,,
1,,35,19,M. A. Sacksteder,1904,,,,,,,31,282,283,1,285,286,286,1,,
1,,35,20,Prof. R. D. Salisbury,,,1903,1904,,,,31,284,287,3,287,288,290,3,,
1,,35,21,R. A. Sampson,1912,,,,,,,31,288,291,3,291,292,294,3,,
1,,36,1,San Pedro,,,1917,1918,,,,31,292,575,283,295,296,579,284,,
1,,36,2,"George Sarton, Isis",,,1916,1935,,,".5""",31,576,704,128,580,581,707,127,,
1,,36,3,W. L. Saunders,1916,,,,,,,31,705,711,6,708,709,714,6,,
1,,36,4,Albert Sauveur,1917,,,,,,,31,712,714,2,715,716,717,2,,
1,,36,5,Walter B. Scaife,,,1919,1920,,,,31,715,729,14,718,719,732,14,,
1,,36,6,James A. B. Scherer,,,1907,1935,,,"2.5""",31,730,1205,474,733,734,1207,474,Item split between two folders,
1,,36,6,James A. B. Scherer,,,1907,1919,,,"1.25""",,,,,,,,,Item split between two folders,
1,,36,7,James A. B. Scherer,,,1922,1935,,,"1.25""",,,,,,,,,Item split between two folders,
1,,36,8,Paul and Margaret Scherer,,,1917,1934,,,".25""",32,22,123,101,21,22,121,100,,
1,,36,9,F. Schiaparelli,,,1909,1910,,,,32,124,143,19,122,123,141,19,,
1,,36,10,Dr. Frank Schlesinger,,,1903,1935,,,,32,144,207,63,142,143,205,63,,
1,,37,1,Charles Schuchert,,,1914,1915,,,,32,208,220,12,206,207,218,12,,
1,,37,2,Arthur Schuster,,,1902,1935,,,"2""",32,221,704,483,219,220,703,484,,
1,,37,3,Paul Schutzenberger,,,1928,1929,,,,32,705,711,6,704,705,710,6,,
1,,37,4,Karl Schwarzschild,1916,,,,,,,32,712,714,2,711,712,713,2,,
1,,37,5,Vittorio Scialoja,1930,,,,,,,32,715,716,1,714,715,715,1,,
1,,37,6,S. A. Scranton,,,1870,1917,,,,32,717,756,39,716,717,755,39,,
1,,37,7,Charles Scribners' Sons,,,1917,1936,,,"3""",32,757,1279,521,756,757,1277,521,,
1,,38,1,J. G. Scrugham,1916,,,,,,,33,20,34,14,21,22,35,14,,
1,,38,2,F. H. Seares,,,1904,1936,,,".75""",33,35,206,171,36,37,207,171,,
